,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
1882,1882,1882,14158,14158,,16062,30-34,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4666666666666667,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label6x,,,5,0,0,1.0
1883,1883,1883,14190,14190,,16107,30-34,Ontario,Female,English,English,Trade Certificate/Diploma,Part-Time,Unskilled,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,1.0,1.0,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-1.0-1.0-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label5x,,,4,0,0,1.0
1884,1884,1884,14244,14244,,16175,60-64,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,1.0
1886,1886,1886,14273,14273,,16208,55-59,British Columbia,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.8,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.8-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,20,0.05,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0016666666666666668,label11x,label5x,label1x,10,4,0,0.9500000000000001
1887,1887,1887,14285,14285,,16225,55-59,Ontario,Male,English,Other,High School Graduation Certificate,Not Employed,Other,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.7058823529411765,0.5,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.7058823529411765-0.5-0.5-0.1111111111111111-0-1.0,21,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.0,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.0,0.00175,label1x,label4x,label3x,0,3,2,0.5714285714285714
1889,1889,1889,14322,14322,,16266,25-29,Quebec,Male,English,French,Bachelors Degrees,Full-Time,Professionals,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.4444444444444444,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.4444444444444444-0-1.0,5,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label1x,label2x,,0,1,0,0.6000000000000001
1890,1890,1890,14330,14330,,16275,30-34,Quebec,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,5,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label7x,label4x,,6,3,0,1.0
1891,1891,1891,14351,14351,,16300,55-59,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,4,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label1x,,6,0,0,1.0
1892,1892,1892,14370,14370,,16323,22-24,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.3333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label2x,label4x,,1,3,0,1.0
1893,1893,1893,14392,14392,,16350,40-44,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Skilled,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
1894,1894,1894,14400,14400,,16362,22-24,Ontario,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.3333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.0,,0.3333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.0,27,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.6296296296296297,0.00225,label12x,label10x,label1x,11,9,0,0.8518518518518519
1895,1895,1895,14402,14402,,16366,15-17,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label1x,,6,0,0,0.75
1897,1897,1897,14458,14458,,16437,40-44,Ontario,Female,Spanish,English,Bachelors Degrees,Not Employed,Professionals,,,,0.6,0.6666666666666666,1,0.8823529411764706,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-1-0.8823529411764706-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label2x,,,1,0,0,1.0
1898,1898,1898,14465,14465,,16445,40-44,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Senior Managers/Owners,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.5555555555555556,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.5555555555555556-0-1.0,20,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0016666666666666668,label9x,label4x,,8,3,0,1.0
1899,1899,1899,14499,14499,,16484,45-49,Quebec,Female,English,English,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.8888888888888888,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.8888888888888888-0-1.0,22,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0018333333333333333,label11x,label1x,,10,0,0,0.9545454545454545
1900,1900,1900,14511,14511,,16497,55-59,Quebec,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Professionals,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
1901,1901,1901,14516,14516,,16507,55-59,Quebec,Male,English,English,Masters Degrees,Part-Time,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.1,1.0,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.1-1.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1902,1902,1902,14527,14527,,16519,50-54,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label6x,,,5,0,0,1.0
1903,1903,1903,14542,14542,,16536,45-49,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0013333333333333333,label9x,,,8,0,0,1.0
1904,1904,1904,14555,14555,,16551,40-44,Ontario,Male,Other,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.6,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.6-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,27,0.037037037037037035,0.18518518518518517,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.6296296296296297,0.0,0.00225,label11x,label2x,label4x,10,1,3,0.888888888888889
1906,1906,1906,14602,14602,,16605,50-54,Quebec,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,6,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0005,label8x,label4x,,7,3,0,1.0
1908,1908,1908,14611,14611,,16616,35-39,British Columbia,Female,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.5333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,4,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label1x,label2x,,0,1,0,0.75
1909,1909,1909,14620,14620,,16625,65-69,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.15384615384615385,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.15384615384615385,22,0.09090909090909091,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,0.6818181818181818,0.0018333333333333333,label12x,label1x,label2x,11,0,1,0.8181818181818181
1910,1910,1910,14624,14624,,16630,70+,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Unskilled,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,1.0,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-1.0-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
1911,1911,1911,14638,14638,,16647,22-24,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.3333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.3333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,6,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0005,label8x,label1x,,7,0,0,0.8333333333333333
1912,1912,1912,14658,14658,,16671,40-44,Ontario,Male,Tagalog,English,High School Graduation Certificate,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.9411764705882352,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.9411764705882352-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,14,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0011666666666666668,label5x,label3x,label1x,4,2,0,0.5714285714285714
1913,1913,1913,14683,14683,,16702,65-69,British Columbia,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.9333333333333332,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,5,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label1x,label2x,,0,1,0,0.6000000000000001
1914,1914,1914,14700,14700,,16720,50-54,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,16,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0013333333333333333,label11x,label1x,,10,0,0,0.9375
1915,1915,1915,14712,14712,,16736,60-64,British Columbia,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0005833333333333334,label10x,label1x,,9,0,0,0.8571428571428572
1916,1916,1916,14736,14736,,16763,35-39,Quebec,Male,English,Other,Bachelors Degrees,Not Employed,Other,,,,0.5333333333333333,0.8888888888888888,0,0.2352941176470588,0.7058823529411765,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-0-0.2352941176470588-0.7058823529411765-0.0-0.5-0.1111111111111111-0-1.0,11,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0009166666666666666,label8x,label1x,label4x,7,0,3,0.5454545454545454
1917,1917,1917,14754,14754,,16791,25-29,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0003333333333333333,label10x,label1x,,9,0,0,1.0
1919,1919,1919,14786,14786,,16833,35-39,Ontario,Male,English,French,Elementary School Graduation Cert,Part-Time,Other Managers,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.4,1.0,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.4-1.0-0.2222222222222222-0-1.0,4,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label1x,label2x,,0,1,0,0.75
1922,1922,1922,14866,14866,,16934,40-44,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,1.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-1.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1923,1923,1923,14867,14867,,16935,35-39,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,17,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0014166666666666668,label12x,label4x,,11,3,0,1.0
1924,1924,1924,14879,14879,,16950,35-39,Ontario,Male,English,English,Masters Degrees,Part-Time,Other,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.1,1.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.1-1.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
1925,1925,1925,14880,14880,,16951,55-59,Ontario,Male,English,English,Trade Certificate/Diploma,Part-Time,Unskilled,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,1.0,1.0,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-1.0-1.0-0-1.0,15,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.00125,label10x,label3x,label1x,9,2,0,0.8666666666666667
1926,1926,1926,14883,14883,,16955,40-44,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Part-Time,Clerical/Secretarial,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.0,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.0-0-1.0,13,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0010833333333333333,label11x,label4x,,10,3,0,1.0
1927,1927,1927,14890,14890,,16963,30-34,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,2,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label4x,,,3,0,0,0.5
1928,1928,1928,14912,14912,,16988,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
1929,1929,1929,14969,14969,,17064,65-69,Quebec,Female,English,English,Trade Certificate/Diploma,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.8888888888888888-0-1.0,4,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label5x,,6,4,0,1.0
1930,1930,1930,14970,14970,,17066,45-49,Ontario,Female,French,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.6666666666666666,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label4x,,,3,0,0,1.0
1931,1931,1931,15001,15001,,17102,40-44,British Columbia,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.6-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,6,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label3x,label1x,,2,0,0,0.5
1932,1932,1932,15030,15030,,17137,55-59,Quebec,Female,English,French,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.2222222222222222,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label6x,label5x,,5,4,0,1.0
1933,1933,1933,15069,15069,,17185,70+,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,1.0-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.3181818181818182,0.0,0.0,0.0018333333333333333,label9x,label10x,,8,9,0,1.0
1934,1934,1934,15086,15086,,17205,40-44,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.6,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.6-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,1.0
1937,1937,1937,15157,15157,,17303,30-34,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.2307692307692308,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.2307692307692308,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0005,label7x,label2x,,6,1,0,0.5
1938,1938,1938,15159,15159,,17305,45-49,British Columbia,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.6666666666666666,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label4x,label7x,,3,6,0,1.0
1940,1940,1940,15216,15216,,17379,25-29,British Columbia,Female,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.4,0.1111111111111111,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.4-0.1111111111111111-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,15,0.0,0.0,0.2,0.0,0.0,0.06666666666666667,0.0,0.5333333333333333,0.0,0.2,0.0,0.0,0.00125,label8x,label3x,label6x,7,2,5,0.8
1942,1942,1942,15298,15298,,17477,70+,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label3x,,,2,0,0,1.0
1943,1943,1943,15304,15304,,17488,30-34,British Columbia,Female,English,English,Bachelors Degrees,Part-Time,Other,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,5,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label2x,label1x,,1,0,0,0.6000000000000001
1944,1944,1944,15323,15323,,17514,35-39,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Unskilled,,,,0.5333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,24,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.7916666666666666,0.0,0.002,label11x,label4x,label1x,10,3,0,0.9166666666666666
