,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
1195,1195,1486,1486,9040,9040,,9870,45-49,Ontario,Female,English,French,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,27,0.4,0.07407407407407407,0.037037037037037035,0.3037037037037037,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011628908605392368,label1x,label4x,label2x,0,3,1,0.7777777777777778
1196,1196,1487,1487,9044,9044,,9875,60-64,Ontario,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,20,0.3,0.05,0.0578125,0.15,0.0,0.0734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label1x,label4x,label6x,0,3,5,0.5234375
1197,1197,1488,1488,9076,9076,,9912,70+,New Brunswick,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.3333333333333333,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.3333333333333333-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,14,0.38392857142857145,0.07142857142857142,0.0,0.24107142857142858,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label4x,label2x,0,3,1,0.6964285714285714
1198,1198,1489,1489,9082,9082,,9918,70+,Quebec,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,33,0.33580705009276435,0.06307977736549165,0.03277674706246135,0.09090909090909091,0.0,0.07050092764378478,0.0,0.0,0.0,0.0,0.0,0.0,0.0014213110517701784,label1x,label4x,label6x,0,3,5,0.4972170686456401
1199,1199,1490,1490,9089,9089,,9925,70+,Alberta,Male,English,French,Bachelors Degrees,Not Employed,Other,,,,1.0,0.0,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,15,0.2814814814814815,0.22962962962962966,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label1x,label2x,label4x,0,1,3,0.6444444444444445
1200,1200,1491,1491,9096,9096,,9933,55-59,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,14,0.35714285714285715,0.0,0.0,0.14285714285714285,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label4x,label5x,0,3,4,0.6190476190476191
1201,1201,1492,1492,9100,9100,,9938,55-59,British Columbia,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.8,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,20,0.0,0.0,0.05703125,0.053515625,0.05703125,0.060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label6x,label3x,label4x,5,2,3,0.17109375
1202,1202,1493,1493,9104,9104,,9942,70+,British Columbia,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,1.0,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,1.0-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,17,0.11764705882352941,0.0,0.0,0.2536764705882353,0.058823529411764705,0.13602941176470587,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label4x,label6x,label1x,3,5,0,0.5073529411764706
1203,1203,1495,1495,9162,9162,,10009,40-44,Alberta,Female,French,French,Bachelors Degrees,Full-Time,Other Managers,,,,0.6,0.0,1,0.29411764705882354,0.29411764705882354,0.0,0.0,0.2222222222222222,0,1.0,,0.6-0.0-1-0.29411764705882354-0.29411764705882354-0.0-0.0-0.2222222222222222-0-1.0,13,0.3076923076923077,0.23076923076923078,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label4x,label1x,label2x,3,0,1,0.9230769230769231
1204,1204,1496,1496,9170,9170,,10019,22-24,British Columbia,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.3333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,27,0.2222222222222222,0.15637860082304528,0.0,0.37037037037037035,0.0,0.053497942386831275,0.0,0.0,0.0,0.0,0.0,0.0,0.0011628908605392368,label4x,label1x,label2x,3,0,1,0.7489711934156378
1205,1205,1498,1498,9178,9178,,10030,65-69,Quebec,Female,French,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.9333333333333332,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,23,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.06763285024154589,0.0,0.0,0.0,0.0,0.0009906107330519426,label1x,label8x,label2x,0,7,1,0.19806763285024154
1206,1206,1499,1499,9187,9187,,10040,30-34,Manitoba,Male,English,English,Trade Certificate/Diploma,Full-Time,Other Managers,,,,0.4666666666666667,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.2222222222222222,0,1.0,,0.4666666666666667-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.2222222222222222-0-1.0,26,0.39384615384615385,0.08153846153846155,0.0,0.038461538461538464,0.08153846153846155,0.04307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0011198208286674132,label1x,label2x,label6x,0,1,5,0.5184615384615385
1207,1207,1500,1500,9198,9198,,10051,50-54,Quebec,Female,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,0.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-0.0,117,0.2739104330013421,0.05148513103058557,0.008547008547008548,0.18864342727979092,0.03500035318217136,0.017297096842551388,0.03500035318217136,0.0,0.0,0.018515575333757153,0.0,0.0,0.005039193729003359,label1x,label4x,label2x,0,3,1,0.5140389913117186
1208,1208,1501,1501,9200,9200,,10053,30-34,Ontario,Male,Tagalog,French,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.9411764705882352,0.29411764705882354,0.0,0.0,0.1111111111111111,0,0.6923076923076923,,0.4666666666666667-0.6666666666666666-0-0.9411764705882352-0.29411764705882354-0.0-0.0-0.1111111111111111-0-0.6923076923076923,60,0.08405671296296297,0.016666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.024623842592592593,0.0,0.0,0.0,0.002584201912309415,label1x,label4x,label9x,0,3,8,0.19201388888888887
1209,1209,1502,1502,9201,9201,,10054,70+,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Other Managers,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,11,0.2727272727272727,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0004737703505900594,label1x,label4x,label10x,0,3,9,0.6136363636363636
1210,1210,1504,1504,9266,9266,,10132,50-54,Quebec,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,36,0.22393689986282578,0.0,0.0,0.2222222222222222,0.031207133058984912,0.0,0.0,0.03806584362139918,0.0,0.0,0.0,0.0,0.001550521147385649,label1x,label4x,label8x,0,3,7,0.4842249657064472
1211,1211,1505,1505,9275,9275,,10141,70+,Saskatchewan,Female,French,French,Bachelors Degrees,Not Employed,Other,,,,1.0,1.0,1,0.29411764705882354,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,1.0-1.0-1-0.29411764705882354-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,6,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002584201912309415,label1x,label5x,,0,4,0,0.5
1212,1212,1506,1506,9276,9276,,10142,65-69,Quebec,Male,English,English,Masters Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.1,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.1-0.5-0.1111111111111111-0-1.0,10,0.0,0.0,0.175,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.00043070031871823584,label4x,label3x,label7x,3,2,6,0.475
1213,1213,1508,1508,9311,9311,,10180,22-24,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.3333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,15,0.22083333333333333,0.0,0.15416666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label1x,label3x,label4x,0,2,3,0.5083333333333333
1214,1214,1509,1509,9312,9312,,10181,25-29,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,16,0.1875,0.0,0.0625,0.25,0.0763888888888889,0.09027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label4x,label1x,label6x,3,0,5,0.5277777777777778
1215,1215,1510,1510,9314,9314,,10183,20-21,Ontario,Female,English,French,Trade Certificate/Diploma,Not Employed,Other,,,,0.26666666666666666,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.8,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.8-0.5-0.1111111111111111-0-1.0,45,0.20092044707429324,0.06666666666666667,0.02314266929651545,0.08888888888888889,0.0,0.024983563445101907,0.0,0.029585798816568046,0.0,0.0,0.0,0.0,0.0019381514342320613,label1x,label4x,label2x,0,3,1,0.3564760026298488
1216,1216,1512,1512,9358,9358,,10238,70+,Quebec,Female,French,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,1.0,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,1.0-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,8,0.0,0.171875,0.0,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label4x,label2x,,3,1,0,0.59375
1217,1217,1514,1514,9394,9394,,10285,60-64,Quebec,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Clerical/Secretarial,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,12,0.26851851851851855,0.12037037037037036,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516840382461883,label1x,label4x,label2x,0,3,1,0.5555555555555556
1218,1218,1515,1515,9408,9408,,10300,50-54,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,10,0.1,0.1,0.0,0.3,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043070031871823584,label4x,label5x,label1x,3,4,0,0.575
1219,1219,1516,1516,9409,9409,,10301,55-59,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,14,0.23015873015873017,0.10317460317460317,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label4x,label2x,0,3,1,0.5476190476190476
1220,1220,1518,1518,9423,9423,,10318,70+,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.8888888888888888,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.8888888888888888-0-1.0,10,0.3,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043070031871823584,label4x,label1x,label2x,3,0,1,0.9
1221,1221,1519,1519,9467,9467,,10374,70+,Quebec,Male,English,English,High School Graduation Certificate,Part-Time,Professionals,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,1.0,0.4444444444444444,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-1.0-0.4444444444444444-0-1.0,31,0.2929032258064516,0.06709677419354838,0.0,0.0967741935483871,0.0,0.0,0.04,0.0,0.0,0.04301075268817204,0.0,0.0,0.0013351709880265311,label1x,label4x,label2x,0,3,1,0.45677419354838705
1222,1222,1520,1520,9469,9469,,10377,35-39,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Unskilled,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-1.0-0-1.0,17,0.17647058823529413,0.06722689075630252,0.1876750700280112,0.058823529411764705,0.058823529411764705,0.08123249299719888,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label3x,label1x,label6x,2,0,5,0.44537815126050423
1223,1223,1521,1521,9474,9474,,10382,20-21,Quebec,Male,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.26666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.26666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,20,0.10600000000000001,0.0,0.062,0.256,0.0,0.10600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label4x,label1x,label3x,3,0,2,0.424
1224,1224,1522,1522,9476,9476,,10384,35-39,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,25,0.2885714285714286,0.13428571428571429,0.0,0.2457142857142857,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0010767507967955896,label1x,label4x,label2x,0,3,1,0.6685714285714286
1225,1225,1523,1523,9483,9483,,10394,30-34,Ontario,Female,English,Other,Trade Certificate/Diploma,Part-Time,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.7058823529411765,0.8,1.0,0.1111111111111111,0,0.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.7058823529411765-0.8-1.0-0.1111111111111111-0-0.0,14,0.14285714285714285,0.21428571428571427,0.0,0.42857142857142855,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label4x,label2x,label1x,3,1,0,0.7857142857142856
1226,1226,1524,1524,9486,9486,,10397,50-54,Ontario,Female,Other,English,Bachelors Degrees,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,43,0.09467700258397933,0.0,0.02408268733850129,0.14366925064599484,0.0,0.0,0.0,0.02490956072351421,0.0,0.027390180878552974,0.0,0.0,0.0018520113704884142,label4x,label1x,label10x,3,0,9,0.26573643410852715
1227,1227,1526,1526,9492,9492,,10404,55-59,Newfoundland and Labrador,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.8,0.4444444444444444,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.4444444444444444-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,6,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002584201912309415,label1x,label4x,,0,3,0,0.8333333333333333
1228,1228,1527,1527,9496,9496,,10409,45-49,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,9,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label1x,label4x,,0,3,0,0.8888888888888888
1229,1229,1528,1528,9502,9502,,10415,50-54,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Skilled,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.7777777777777778,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.7777777777777778-0-1.0,8,0.0,0.0,0.0,0.421875,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label4x,label5x,,3,4,0,0.59375
1230,1230,1530,1530,9556,9556,,10477,40-44,Ontario,Male,Spanish,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.6666666666666666,0,0.8823529411764706,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.6-0.6666666666666666-0-0.8823529411764706-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,147,0.1360544217687075,0.08222780803425965,0.006877531071079458,0.0887346140802362,0.03431118292869445,0.0,0.0,0.006949016165606027,0.008298920741317054,0.0,0.007550820914876214,0.0,0.006331294685158067,label1x,label4x,label2x,0,3,1,0.3070168438832033
1231,1231,1532,1532,9599,9599,,10522,70+,Ontario,Male,English,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.5,0.5,0.8888888888888888,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.5-0.5-0.8888888888888888-0-1.0,37,0.16216216216216217,0.08256756756756756,0.0,0.08256756756756756,0.057027027027027034,0.02851351351351351,0.030000000000000002,0.0,0.0,0.031486486486486484,0.0,0.0,0.0015935911792574727,label1x,label2x,label5x,0,1,4,0.3017567567567568
1232,1232,1534,1534,9608,9608,,10532,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,7,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0003014902231027651,label1x,label6x,label2x,0,5,1,0.857142857142857
1233,1233,1535,1535,9609,9609,,10533,50-54,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Part-Time,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.8888888888888888,0,1.0,,0.7333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.8888888888888888-0-1.0,83,0.1328034254219145,0.048466076024324144,0.012321497711071128,0.2053658869884073,0.012321497711071128,0.0,0.012321497711071128,0.0,0.01560115699091261,0.012868107591044708,0.0,0.0,0.0035748126453613574,label4x,label1x,label2x,3,0,1,0.3866353884346459
1234,1234,1536,1536,9626,9626,,10551,50-54,Ontario,Female,Spanish,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,1,0.8823529411764706,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.8823529411764706-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,48,0.12603305785123967,0.08746556473829202,0.042699724517906344,0.23019972451790635,0.020833333333333332,0.02289944903581267,0.0,0.0,0.0,0.02289944903581267,0.0,0.0,0.002067361529847532,label4x,label1x,label2x,3,0,1,0.44369834710743805
1235,1235,1537,1537,9646,9646,,10574,40-44,Quebec,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.6,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,17,0.17647058823529413,0.08496732026143791,0.0,0.35294117647058826,0.07189542483660132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label4x,label1x,label2x,3,0,1,0.6143790849673203
1236,1236,1538,1538,9666,9666,,10599,40-44,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,57,0.05263157894736842,0.035468445419103316,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.017924585769980506,0.0,0.025919834307992204,0.0024549918166939444,label1x,label2x,label4x,0,1,3,0.12318774366471735
1237,1237,1539,1539,9685,9685,,10620,50-54,Ontario,Male,French,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,24,0.3385416666666667,0.041666666666666664,0.0,0.16666666666666666,0.08854166666666667,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.001033680764923766,label1x,label4x,label5x,0,3,4,0.59375
1238,1238,1541,1541,9696,9696,,10636,35-39,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.5333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,8,0.34375,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label1x,label4x,,0,3,0,0.59375
1239,1239,1542,1542,9701,9701,,10641,70+,Quebec,Female,French,English,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,22,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.07102272727272728,0.0,0.0,0.0,0.0,0.0009475407011801188,label1x,label8x,label4x,0,7,3,0.2982954545454546
1240,1240,1543,1543,9710,9710,,10652,55-59,Ontario,Male,French,English,Bachelors Degrees,Full-Time,Clerical/Secretarial,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.0,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.0-0-1.0,8,0.41666666666666663,0.0,0.0,0.125,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label1x,label5x,label4x,0,4,3,0.75
1241,1241,1544,1544,9711,9711,,10653,60-64,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,43,0.1416343669250646,0.023255813953488372,0.023255813953488372,0.11942829457364341,0.023255813953488372,0.023255813953488372,0.05071059431524547,0.0,0.0,0.0496608527131783,0.0,0.0,0.0018520113704884142,label1x,label4x,label7x,0,3,6,0.3117732558139535
