,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores,total1
1306,1558,1558,9819,9819,,10779,60-64,Ontario,Female,French,English,Masters Degrees,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.1,0.5,0.8888888888888888,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.1-0.5-0.8888888888888888-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1307,1559,1559,9836,9836,,10803,30-34,Ontario,Male,French,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.4666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1309,1563,1563,9877,9877,,10850,50-54,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1311,1565,1565,9897,9897,,10874,70+,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1312,1566,1566,9901,9901,,10879,55-59,Ontario,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.8,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.8-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1313,1567,1567,9908,9908,,10888,15-17,British Columbia,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.06666666666666668,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.06666666666666668-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1317,1572,1572,9985,9985,,10981,70+,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1320,1576,1576,10011,10011,,11011,45-49,Quebec,Female,English,French,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1321,1577,1577,10024,10024,,11026,50-54,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1323,1579,1579,10049,10049,,11056,30-34,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.4666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1324,1580,1580,10055,10055,,11062,30-34,Ontario,Male,French,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1325,1586,1586,10135,10135,,11160,30-34,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,label8x,,,7,0,0,1.0,1.0
1326,1588,1588,10139,10139,,11164,55-59,Quebec,Male,English,French,Elementary School Graduation Cert,Full-Time,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.4,0.0,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.4-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1327,1589,1589,10153,10153,,11179,22-24,Ontario,Male,French,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Clerical/Secretarial,,,,0.3333333333333333,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.0,0,1.0,,0.3333333333333333-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.0-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1330,1593,1593,10162,10162,,11189,40-44,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1331,1595,1595,10220,10220,,11255,40-44,Ontario,Male,French,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other Managers,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1332,1598,1598,10261,10261,,11305,70+,Quebec,Female,French,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,1.0-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1333,1601,1601,10275,10275,,11322,65-69,Ontario,Male,German,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.35294117647058826,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.35294117647058826-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1334,1602,1602,10302,10302,,11352,50-54,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Senior Managers/Owners,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.5555555555555556,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.5555555555555556-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1338,1606,1606,10334,10334,,11390,40-44,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,label10x,,,9,0,0,1.0,1.0
1342,1612,1612,10394,10394,,11463,45-49,Quebec,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1344,1614,1614,10400,10400,,11469,20-21,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.26666666666666666,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.5,1.0
1345,1615,1615,10412,10412,,11481,60-64,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Professionals,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
1346,1616,1616,10433,10433,,11505,19 Years,Ontario,Male,English,French,Elementary School Graduation Cert,Full-Time,Professionals,,,,0.2,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.4,0.0,0.4444444444444444,0,1.0,,0.2-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.4-0.0-0.4444444444444444-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1347,1617,1617,10434,10434,,11506,25-29,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Clerical/Secretarial,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.0,0,1.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.0-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1349,1619,1619,10452,10452,,11528,50-54,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Senior Managers/Owners,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.5555555555555556,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.5555555555555556-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1350,1620,1620,10467,10467,,11545,30-34,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Professionals,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.4444444444444444-0-1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1351,1621,1621,10487,10487,,11568,55-59,Ontario,Male,French,English,Bachelors Degrees,Full-Time,Other,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1359,1633,1633,10572,10572,,11666,70+,Alberta,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,4,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1360,1635,1635,10577,10577,,11671,65-69,Quebec,Male,English,French,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.4,0.0,1.0,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.4-0.0-1.0-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1365,1640,1640,10610,10610,,11710,35-39,Quebec,Male,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.5333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1367,1642,1642,10627,10627,,11727,70+,Ontario,Male,French,French,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1369,1644,1644,10671,10671,,11781,40-44,Quebec,Male,French,English,Bachelors Degrees,Not Employed,Other,,,,0.6,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
1370,1645,1645,10712,10712,,11825,65-69,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.2222222222222222-0-1.0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
1371,1646,1646,10715,10715,,11829,55-59,Quebec,Female,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1373,1648,1648,10725,10725,,11842,55-59,Quebec,Female,English,French,Bachelors Degrees,Not Employed,Other,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1374,1649,1649,10726,10726,,11843,50-54,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Professionals,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.5,1.0
1375,1650,1650,10728,10728,,11847,30-34,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1376,1651,1651,10736,10736,,11855,60-64,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1378,1653,1653,10746,10746,,11867,65-69,Alberta,Male,English,English,Elementary School Graduation Cert,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.0,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.0-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.8888888888888888-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1379,1655,1655,10751,10751,,11874,30-34,Alberta,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.4666666666666667,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1381,1658,1658,10764,10764,,11889,45-49,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Unskilled,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,1.0,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-1.0-0-1.0,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
1384,1661,1661,10830,10830,,11963,25-29,Quebec,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1385,1663,1663,10841,10841,,11976,40-44,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,0.6,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,0.6-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1386,1664,1664,10854,10854,,11996,50-54,Alberta,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1387,1665,1665,10855,10855,,11997,55-59,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.8-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1397,1678,1678,11013,11013,,12186,30-34,Ontario,Female,French,French,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,1,0.29411764705882354,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.29411764705882354-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1399,1681,1681,11036,11036,,12211,60-64,British Columbia,Female,Other,English,Masters Degrees,Full-Time,Other,,,,0.8666666666666667,0.1111111111111111,1,0.7058823529411765,0.2352941176470588,0.1,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.1111111111111111-1-0.7058823529411765-0.2352941176470588-0.1-0.0-0.1111111111111111-0-1.0,6,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1402,1685,1685,11076,11076,,12260,55-59,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1404,1687,1687,11096,11096,,12286,18 Years,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.13333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.6923076923076923,,0.13333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.6923076923076923,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
1405,1688,1688,11109,11109,,12302,25-29,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1406,1689,1689,11121,11121,,12315,65-69,Alberta,Female,French,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.0,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1408,1691,1691,11135,11135,,12332,60-64,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1410,1694,1694,11192,11192,,12407,45-49,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
